id,source,text,word_count
23,Web Scrape,"Güler began his senior career with the German club Westfalia Herne in 2013. In the summer of 2014, he transferred to Eskişehirspor. He made his professional debut with Eskişehirspor in a 4–2 Turkish Cup loss to Galatasaray 3 December 2014. He shortly after went on loan to Eyüpspor for two seasons before returning to Eskişehirspor as a starter. On 13 January 2019, he transferred to Adana Demirspor. On 2 February 2025, he joined Gaziantep. Born in Germany, Güler is of Turkish descent. Adana Demirspor A Christmas Carol is a British-American animated adaptation of Charles Dickens's 1843 novella. The film was broadcast on U.S. television by ABC on December 21, 1971, and released theatrically soon after. In 1972, it won the Academy Award for Best Animated Short Film. The film notably has Alastair Sim and Michael Hordern reprising their respective roles as Ebenezer Scrooge and Marley's ghost. In London, 1843, Ebenezer Scrooge is visited by the ghosts of Jacob Marley, Christmas Past, Present and Yet to Come to teach him the true spirit of the season. This adaptation includes scenes of miners and sailors singing carols that were left out in previous adaptations. A Christmas Carol was directed by Richard Williams and its visual style is also largely due to Ken Harris, credited as ""Master Animator"". It notably had Alastair Sim as the voice of Ebenezer Scrooge — a role Sim had previously performed in the 1951 live-action film Scrooge. Michael Hordern likewise reprised his 1951 performance as Marley's Ghost in the animated film. Michael Redgrave narrated the story and veteran Looney Tunes animator Chuck Jones served as executive producer. Williams' son Alexander Williams, then aged four, provided the voice for Tiny Tim.",282
24,Web Scrape,"Animation for the film was created by multiple pans and zooms and unexpected scene transitions. The visual style was inspired by 19th-century engraved illustrations of the original story by John Leech and the pen and ink renderings by illustrator Milo Winter that illustrated the 1930s editions of the book. The film's bleak mood and emphasis on darkness and shadows led some to consider it the most frightening of the many dramatizations of the Dickens classic. Originally produced as a 1971 television special, the quality of the animation on A Christmas Carol was considered so high that it was subsequently released theatrically, thereby rendering it eligible for Oscar consideration, and the film won an Academy Award for Best Animated Short Film one year later. Some industry insiders took issue that a short originally shown on television was given the award, and the Academy responded by changing its policy, disqualifying any future works initially shown on television. Fred Guida writes that the film ""is widely considered the best animated version"" of the story, praising its animation, and noting that along with the return of Sim and Horden, ""tribute is being paid to the (1951) film"", noting the mannerisms of the animated Scrooge, and the deception of Old Joe being a ""dead ringer for...(1951 performer) Miles Malleson"". Despite criticising the short length, Guida cites the film as ""one of the most faithful of all adaptations"", noting it including scenes often left out of adaptations, in particular the Ghost of Christmas Present showing Scrooge how Christmas is celebrated on a remote lighthouse and on a ship at sea.",264
25,Web Scrape,"In 2019, Robert Keeling of Den of Geek called the film “well worth seeking out” praising the “surreal animation”. He praises the “haunting visuals”. Yomawari Sensei (夜回り先生; lit. 'Night Patrol Teacher') is a Japanese autobiographical manga series written by Osamu Mizutani and illustrated by Seiki Tsuchida . It was serialized in Shogakukan's seinen manga magazine Monthly Ikki from February 2005 to May 2009. The manga is based on Mizutani's autobiographical book of the same title published in 2004. Osamu Mizutani is a high school teacher working at a night school in Yokohama. By night, he seeks out vulnerable teenagers—runaways, recluses, and those struggling with drug addiction—who have been cast aside by society. Offering guidance and support, he walks alongside them in their darkest moments, earning him the nickname ""The Night Patrol Teacher"". Written by Osamu Mizutani and illustrated by Seiki Tsuchida , Yomawari Sensei is based on Mizutani's autobiographical book of the same title, released by Sanctuary Publishing on February 10, 2004 (re-released by Shogakukan on March 6, 2009). A previous story, subtitled Blanco (ブランコ, Buranko), was published in Shogakukan's seinen manga magazine Monthly Ikki on October 25, 2004; it was released as a collected volume on December 28, 2004. Yomawari Sensei was serialized in Monthly Ikki from February 25, 2005, to May 25, 2009. Shogakukan collected its chapters in nine tankōbon volumes, released from September 30, 2005, to January 30, 2009; an additional volume, subtitled Tokubetsu-hen: Sayonara ga Ienakute (特別編 さよならが言えなくて; lit. 'Special Edition: I Can't Say Goodbye'), was released on May 29, 2009. Tsuchida died of liver cirrhosis on April 24, 2012. An additional story of Yomawari Sensei, subtitled Kibō-hen (希望編; lit. 'Hope Edition'), was released on June 29, 2012; it contains three chapters of a planned four-chapter unfinished story, and contributions by other manga artists.",298
26,Web Scrape,"Wills Township is one of the nineteen townships of Guernsey County, Ohio, United States. As of the 2020 census the population was 1,521. Located in the eastern part of the county, it borders the following townships: Two villages are located in Wills Township: part of Lore City in the southwestern corner, and Old Washington in the west. Wills Township was organized in 1810. It is the only Wills Township statewide. The township is governed by a three-member board of trustees, who are elected in November of odd-numbered years to a four-year term beginning on the following January 1. Two are elected in the year after the presidential election and one is elected in the year before it. There is also an elected township fiscal officer, who serves a four-year term beginning on April 1 of the year after the election, which is held in November of the year before the presidential election. Vacancies in the fiscal officership or on the board of trustees are filled by the remaining trustees. Ambleny (French pronunciation: ) is a commune in the department of Aisne in the Hauts-de-France region of northern France. Ambleny is located 8 km west of Soissons and 20 km east of Compiègne. Route National N31 passes through the northern part of the commune between those two cities with an exit to the D943 road which runs south to the town. The D17 road also runs from Fontenoy in the north to the town then continues south to Coeuvres-et-Valsery. The D1631 road also runs from the town southeast to join the D94 road at the southern tip of the commune. There are a number of hamlets in addition to the town: Le Soulier, Montaigu, Hignieres, and Le Rollet. The northern part of the commune is mixed forest and farmland while.",299
27,Web Scrape,"The Ru de Retz waterway forms part of the south-western boundary of the commune before flowing north through the town and continuing to the river Aisne just north of the commune as it flows west to join the Oise at Compiègne. The Quenneton stream joins the Ru de Retz south of the town at the commune boundary from the west. The former hamlets of Fosse-en-Haut and Fosse-en-Bas served as the starting point for several French units (including the 418th Infantry Regimanet) during the Second Battle of the Marne on 18 July 1918. List of Mayors of Ambleny Percentage distribution of age groups in Ambleny and Aisne Department in 2017 Sources: INSEE Lori Alan Denniberg (born July 18, 1966) is an American actress. She has played a long-running role as Pearl Krabs from the animated television series SpongeBob SquarePants. She also voiced Diane Simmons from Family Guy, the Invisible Woman from Fantastic Four, and The Boss in the Metal Gear video game series. Alan had a mixed-faith family: her mother is a Southern Baptist and her father is Jewish. Both of her parents were performers and supported her choice to be an actress. She started acting at age five, making her television debut in a Shakey's Pizza commercial. She graduated cum laude from New York University's Tisch School of the Arts. Alan is active in animal rescue and welfare causes. She has spoken out against animal cruelty and has campaigned for the meat charity World Protection for Dogs and Cats in the Meat Trade. She is also on the board of Pickle Pants Rescue, an animal rescue organization in Los Angeles.",270
28,Web Scrape,"Alan has done vocal work for over three decades. Her process of getting to the authentic personality of the character she is providing the voice for is to improvise and trust her own choices, something she learned at her first voice acting job. Alan voices Pearl Krabs on SpongeBob SquarePants, Sue Richards (the Invisible Woman) on Marvel Comics' The Fantastic Four, newsreader-turned-murderer Diane Simmons on Family Guy, and The Boss in the Metal Gear series. Lori has done voices in feature films: Monsters University, Toy Story 3, Despicable Me 2, WALL-E, Inside Out, and the SpongeBob SquarePants film series. She has also voiced roles for Henry Hugglemonster, Cow and Chicken, Animaniacs, and Futurama. Her rendition of The Boss was rated as one of the top 25 ""Greatest Acting Performances in Video Games"" by Complex. In 2005, she joined Warren Beatty, Rob Reiner, Kurtwood Smith and Jason George to help voice commercials against proposals made by California governor Arnold Schwarzenegger. In 2014, she won a Voice Arts Award (VAA) for outstanding body of work and outstanding national television commercial. Alan's on-camera roles include Desperate Housewives, Ray Donovan, Comedy Central's Workaholics, Bones, Southland, CSI, 90210, Law & Order: LA, Law & Order and many more. On stage credits include The Pee-wee Herman Show, solo show Lori Alan: The Musical, Queen Celia in the hit musical Sneaux!, and the award-winning musical Reefer Madness. Her 1999 performance in Reefer Madness as a ""Reefer Madam"" was praised by the Los Angeles Times. She revisited her role in the Reefer Madness tenth Anniversary Cast in 2015. Her vocals on the song ""The Stuff"" was considered both sultry and comical by Broadway World.",276
29,Web Scrape,"Churchs Ferry is an unincorporated community in Ramsey County, North Dakota, United States that has been impacted by the expansion of nearby Devils Lake. The population was 9 at the 2020 census. Churchs Ferry was a city from its founding in 1883 until September 2022 when the town disincorporated and was turned over to Ramsey County. The town took its name from an early resident, Irvine Church, who operated a ferry service on Devils Lake, when the Minnie H steamboat also traversed its waters. The lake began shrinking after 1900, and soon became too shallow for commercial vessels. The prolonged drought of the Dust Bowl years impacted the lake, reducing it to a slough by 1940. The lake began to recover in the mid-20th century, returning to a depth that allowed the resumption of recreational use by the 1970s. Devils Lake began rising again in the early 1990s, and more than 400 homes around the lake have been relocated or destroyed. This includes much of the community of Churchs Ferry, one of two municipalities that have been bought out by government agencies. The other is Penn, although some people remain in both communities. Measures have since been implemented to alleviate ongoing damage caused by the increase in elevation, and the lake sits several feet below its outlet neat Tolna. On January 10, 2012, Churchs Ferry residents voted 5 to 2 to remain an incorporated town. On June 14, 2022, the town's 6 remaining residents voted to dissolve the city with a 5–1 vote. The city dissolved on September 1, 2022, with Paul Christenson being the last mayor of Churchs Ferry.",270
30,Web Scrape,"According to the United States Census Bureau, the city has a total area of 0.43 square miles (1.11 km2), all land. As of the census of 2010, there were 12 people, 5 households, and 5 families residing in the city. The population density was 27.9 inhabitants per square mile (10.8/km2). There were 5 housing units at an average density of 11.6 per square mile (4.5/km2). The racial makeup of the city was 100.0% White. There were 5 households, of which 20.0% had children under the age of 18 living with them and 100.0% were married couples living together. 0.0% of all households were made up of individuals. The average household size was 2.40 and the average family size was 2.40. The median age in the city was 48.5 years. 8.3% of residents were under the age of 18; 8.3% were between the ages of 18 and 24; 25% were from 25 to 44; 58.4% were from 45 to 64; and 0.0% were 65 years of age or older. The gender makeup of the city was 50.0% male and 50.0% female. As of the census of 2000, there were 77 people, 33 households, and 26 families residing in the city. The population density was 178.2 inhabitants per square mile (68.8/km2). There were 46 housing units at an average density of 106.5 per square mile (41.1/km2). The racial makeup of the city was 100.00% White. There were 33 households, out of which 21.2% had children under the age of 18 living with them, 63.6% were married couples living together, 9.1% had a female householder with no husband present, and 21.2% were non-families. 21.2% of all households were made up of individuals, and 12.1% had someone living alone who was 65 years of age or older. The average household size was 2.33.",299
31,Web Scrape,"In the city, the population was spread out, with 19.5% under the age of 18, 3.9% from 18 to 24, 23.4% from 25 to 44, 36.4% from 45 to 64, and 16.9% who were 65 years of age or older. The median age was 48 years. For every 100 females, there were 102.6 males. For every 100 females age 18 and over, there were 106.7 males. The median income for a household in the city was $33,438, and the median income for a family was $60,313. Males had a median income of $30,625 versus $33,750 for females. The per capita income for the city was $18,327. None of the population and none of the families were below the poverty line. Amtrak’s Empire Builder, which operates between Seattle/Portland and Chicago, passes through the town on BNSF tracks, but makes no stop. The nearest station is located in Devils Lake, 20 miles (32 km) to the southeast. It is in the Leeds School District. Emmanuel Pahud (born 27 January 1970) is a Franco-Swiss flautist. He was born in Geneva, Switzerland. His father is of French and Swiss background and his mother is French. The Berlin-based flutist is most known for his baroque and classical flute repertoire. Pahud was born into a nonmusical family. As a young boy living in Italy, Pahud was captivated by the sounds of the flute. From the age of four to the age of 22, he studied with flutists such as François Binet, Carlos Bruneel and Aurèle Nicolet. Classically trained at the Conservatoire de Paris, he leapt into the international orchestral and solo music scene when he joined the Berlin Philharmonic Orchestra in 1992. His versatility in music styles over the years has ""signalled the arrival of a new master flautist"" (The Guardian). He plays in diverse.",299
32,Web Scrape,"Playing has been a big part of Emmanuel Pahud's life from birth. His father worked for a US company, and the family moved repeatedly during his childhood. However, this would only shape Pahud's international outlook for his future. Only 3 weeks after Pahud was born, his parents moved to Baghdad for one year. They moved again when he was one to Paris, where Emmanuel's younger brother was born. In 1972, they then moved to Madrid for two years, and in 1974, finally settled in Rome for four years. The Swiss-French Binet family, whose four children played musical instruments, lived in the same apartment building in Rome. The father (François) was a flautist who studied in Zürich and Paris but stopped performing in later years. At the age of four, Pahud first heard the flute. As the eldest son Philippe played Mozart's Flute Concerto No. 1, it set the course to a remarkable chapter of Pahud's life. He recalls: I could hear the flute, the violin, the cello, the piano. I don't know why I chose the flute but maybe it was because the eldest son was playing it, so he was the one playing at the best level at that time – or because the father was also a flute player, so there was a kind of authority there. Anyhow, I said to my parents, ""I want to play the flute, I want to play the Mozart concerto that guy next door is practicing."" A neighbor of the Pahud's also inspired Emmanuel. At age four, he would whistle along to the neighbor's son playing his flute, learning it was Mozart.",270
33,Web Scrape,"That Christmas, after receiving his first flute, Pahud began his first year of lessons with Philippe (who was only 15 years old) and the next three years with Phillipe's father, François. In 1978, at the age of eight, the Pahud family moved to Brussels, Belgium. Emmanuel then began studying at the Music Academy of Uccle in Southern Brussels. There he studied with Michel Moinil from 1979 to 1985. As he became more determined and focused on playing the flute at a higher level, Pahud began to study from 1984 to 1987 with Carlos Bruneel, the then and current principal flautist of the Théâtre Royal de la Monnaie opera house in Brussels. In 1985, Pahud won the National Competition of Belgium (le concours National de Belgique) and in the same year, he played his first concert with the National Orchestra of Belgium, performing the piece that inspired him 11 years earlier: Mozart Concerto K.313 in G Major. Pahud remained in Brussels until receiving his Baccalaureat at the age of 17 and went off to finish his schooling in Paris. With the strong support of his family, he also received lessons with other of Europe's finest players, including Peter-Lukas Graf in Basel. Pahud attended the Conservatoire de Paris (Conservatoire National Supérieur de Musique de Paris) in France, studying with Michel Debost, Alain Marion, Pierre-Yves Artaud, and Christian Lardé. Whilst studying, he won two major competitions, one in Duino 1988 and the other in Kobe in 1989. In 1988, Emmanuel also won the 2nd Prize at the International Scheveningen Music Competition in Scheveningen, Netherlands. Winning these competitions put Pahud in the forefront to become principal flautist in the Basel Radio Symphony, under the direction of Nello Santi which he obtained the position in 1989 whilst finishing his studies in Paris. He resigned.",299
34,Web Scrape,"Being appointed as principal flutist at the Berlin Philharmonic Orchestra (BPO) signalled Pahud's entrance into the international spotlight. He entered the orchestra during its rejuvenation period as the post-war generation of players began to retire. Over 40 per cent, including Pahud's position was up for audition, or on trial. His predecessor was Karlheinz Zöller (1960–69, 1976–93). Apart from Pahud, other previous international flutists held the same principal flutist position such as Aurèle Nicolet (1950–59) and Sir James Galway (1969–75). Pahud wrote of his experience playing with the orchestra: There was a way of phrasing and wave that goes throughout the orchestra, coming from the bass and shaping the phrase with amazing beauty and intensity. The dynamic range of the orchestra was phenomenal. The art of playing with the Berlin Phil is very different compared to other Orchestras, where we work as equals with our individual voice. Pahud at 22 was the youngest player in the Berlin Philharmonic, a position to which he returned in 2002 under Sir Simon Rattle after taking an 18-month sabbatical in 2000 in order to teach the Virtuosity Class at the Conservatoire de Musique de Genève for one year and to perform in concerts worldwide. He was surprised on how emotional it was to leave the BPO. He recalls his emotions beginning a couple of hours before playing his last concert and only leaving him once he rejoined BPO in 2002. The versatility and authority of current conductor Sir Simon Rattle, says Pahud, gives the orchestra a unique working partnership and a capacity to be more adventurous in its exploration of repertoire. He also sees Rattle as an intellect; ""he knows the orchestra and he achieves what he wants by taking into account the vision of the musicians. In addition, Pahud also observed that whilst.",299
35,Web Scrape,"The Berlin Philharmonic these days considers themselves a very individualist and soloistic ""large ensemble."" In 2007, Pahud was voted onto the Media Vorstand (or the Member of the Media Board) of the BPO. He shared the principal flute position with Mathieu Dufour until 2022, when Dufour was replaced by Sébastian Jacot. Pahud's workload has more than tripled since the early days of his international career in 1992. At that time he was doing about 50 concerts a year – but with the success of his solo career and continued involvement with the Berlin Philharmonic Orchestra, that number has spiralled to around 160: 90 solo or chamber music and 75 orchestral concerts in an average year – roughly twice the number of performances that most musicians would consider a heavy work-load. Pahud says that it's a balance he has had all his life and what prevents him from being isolated in one genre or repertoire of music, or what he calls ""a musical corner"". In 1993, Pahud began accepting international concert performances soon after settling into his position in Berlin. He has appeared as soloist with internationally renowned orchestras in addition to the Berlin Philharmonic: the Yomiuri Nippon Symphony Orchestra, the London Symphony Orchestra, the Tonhalle-Orchester Zürich, the Orchestre de la Suisse Romande, the Geneva Camerata the Berlin Radio Symphony Orchestra, and the Danish Radio Symphony also known as the Danish National Symphony Orchestra. He also appears regularly at leading festivals throughout Europe, the United States and Asia. His more famous international concerto appearances and collaborations of the past few seasons . Another famous concerto collaboration took place in 2005–2006 with the Australian Chamber Orchestra in reviving the Vivaldi Flute Concertos.",280
36,Web Scrape,"Pahud is also a dedicated chamber musician and has recently made international appearances throughout Europe, North America and Japan in recital with pianists Éric Le Sage and Stephen Kovacevich as well as in a flute and string quartet formation with Christoph Poppen (violin), Hariolf Schichtig (viola) and Jean-Guihen Queyras (cello) with whom he recorded his 1999 record Mozart Flute Quartets. In 1993, he co-founded Le festival de l'Empéri in Salon-de-Provence, France, along with his regular chamber music partners pianist Éric Le Sage (close friend and confidant) and Paul Meyer. In a French interview, Pahud describes the success of the festival as a project ""filled with enthusiasm and fun"" where the public has ""recognised our work, our fellow artists, musicians and actors and have the desire to come back regularly."" He also describes the festival as a ""musical laboratory"" which avoids the programming of works that the public are used to hearing in concert halls. It is about ""daring to combine performers, works (music), create new collaborations and by taking risks. Pahud has made several recordings and performed internationally with pianist Éric Le Sage throughout his career. In 2008 he performed for the first time at the Jerusalem International Chamber Music Festival, where he played in the world premier of Elliott Carter's Flute Concerto, conducted by Daniel Barenboim. He returned to the Festival on 2009 to play in a series of concerts. Pahud describes his versatility over the years in music, as transforming himself into a chameleon who tries to match the colour of the music, or the idea he has of it, to what the composer had in mind. But his discography and career have also been built on encounters—both professionally and in human relationships. He expresses in playing like a chameleon, ""I try to change style, colour and.",299
37,Web Scrape,"We spent some time talking about the effects and about the special way of using the instrument. The most interesting thing is how you interconnect these various effects that is one of the oldest on earth. Whether you blow on it, in it, or you use it as a trumpet or a recorder, you can have a lot of different sounds on such an instrument. But that's nothing new about it, the new thing is how you can combine them and how you can get them to interconnect so that it becomes one musical statement, one phrase. In March 2008 Pahud performed the world première of another work commissioned by Frank Michael Beyer, who composed Meridian, a Concerto for Flute & String Ensemble. Other world premières include music composed by Elliott Carter: Concerto for Flute & Ensemble, which Pahud premièred in September 2008 in Jerusalem. It was joint commissioned by the BPO, Jerusalem International Chamber Music Festival and Boston Symphony Orchestra. Pahud will world première the Flute Concerto by Luca Lombardi in 2010, commissioned by the Kansas City Symphony. Though he is an enthusiastic consumer and commissioner of new music, Pahud sounds most excited when relishing the old repertoire. ""Mastery of an instrument helps you to sense new barriers. This is where you keep music moving,"" and he acknowledges his various experiences with newer flute compositions as benefiting the way he performs his traditional repertoire. Pahud sees the future of interpretation (of music) will always be a blend of ""tradition and novelty."" But to him, this concept is not a novelty in itself. Many composers have evolved from traditions such as Bach for Fortepiano and Beethoven for the Hammerklavier. Pahud sees the term ""tradition"" as often being used to disguise the past, a lack of evolution or in denial.",299
38,Web Scrape,"In most interviews, Pahud describes music/musical styles in terms of ""phrasing"" or a Phrase. In musical terms, this refers to ""a musical unit, often a component of a melody. The phrase may be regarded as a dependent division of music, such as a single line of poetry; it does not have a sense of completion in itself. Usually two or more phrases balance each other."" It is like a grammatical construction with words to stress. Musical phrasing is also expressed in terms of how the music is executed. In terms of style of the Dalbavie concerto itself, Pahud reflects how the flute finds a resonance within the orchestra whilst maintaining its virtuosic, colourful and sensual phrasing. In interpreting the poetic style of Jarrell, where the imagination of both the composer and of the audience are ""immensely present,"" Pahud describes, ""This is something to me I like a lot in music is exactly what you cannot express with words but that it's all there in the essence of the music."" On reflecting the style of the famous flutist Jean-Pierre Rampal, "" brought something new and unusual in terms of sound, class and grandeur of the expressive aspect of the flute. He was able to perform admirable phrases that never seemed to end, or how the breathing faded into the musical flow; and his ability to make the sound of the flute seem to extend endlessly, infinitely."" Pahud's debut into the world of jazz came through meeting and collaborating with jazz pianist Jacky Terrasson. He admires and derives inspiration from jazz flutists such as James Newton, James Moody, Herbie Mann, and Jeremy Steig. He has explored jazz further through performing big band music with friends and colleagues from the Berlin Philharmonic and local jazz musicians. Pahud's collaboration with Jacky Terrasson resulted.",299
39,Web Scrape,"For people that come to see Pahud perform, either jazz or classical, it is not only about entertaining. Pahud reflects on his audiences being able to learn about music at his performances; it is about reacting at different levels and ranges of emotions. To Pahud, it is about interacting, connecting and enabling the audience to think about what is happening as the music is being played. He wants to open opportunities in developing curiosity to discover more about music as a way of giving back to the audience. In 1996, he signed an exclusive contract with EMI Classics, the only flutist in the world to have a solo recording contract with a major record company. Pahud is one of the significant contributors to the catalogue of recorded flute music today. Nowadays much of his time is taken up with recording. He extended his contract with EMI for a further six years. Recording adds a welcome diversity to Pahud's schedule: I like to work for the mic – it brings a certain close-up on your playing. You have to take care of lots of things that you do not necessarily have to take care of when you are performing in a live concert hall. You don't have the emotional or the visual support, and you have to be exciting nevertheless. So at the same time you have to take greater care of the detail and bring a greater intensity to the music. Pahud has recorded and/or collaborated a total of 24 discs for EMI.",253
40,Web Scrape,"Pahud's first flute was a silver-plated Yamaha. His parents later bought him two Muramatsu Flutes, one half hand-made and the other fully hand-made. Pahud previously played on a 14-karat golden flute which he bought from Brannen Brothers in Boston, Massachusetts, in 1989 with money he won from competitions. Two weeks later he bought a head joint (the part into which the player blows) from Dana Sheridan, another Boston flute manufacturer. Pahud chose the Brannen flute body because it is one of the only flute makers that produce a decent Cooper scale, based on the scales developed by Albert Cooper. He describes his instrument: This is the most flexible instrument I have tried so far. It enables me to transpose into music what I'm thinking and what I'm feeling. But, although the instrument is important, the player is the most important. All the work must be done before the mouth even makes contact with the instrument. It all happens by the way you hold your muscles, control your lungs, use the different cavities in the head and the upper body to let the sound resonate more or less. Pahud now plays a solid 14-karat Haynes flute with a pinless mechanism, having previously played a solid 14-karat Brannen-Cooper flute with a Sheridan head joint from 1989 to 2012. Pahud has two sons, Grégoire and Tristan, from a former marriage. Flute and Symphony Orchestra Flute and Chamber Orchestra Flute and Strings On EMI Classics On Auvidis Valois On Musiques Suisses Miguel de Oquendo y Segura (1534 - 1588) was a Spanish Navy officer. Born in San Sebastián in 1534, he died at sea in 1588 when returning from the Spanish Armada campaign. He was the father of Admiral Antonio de Oquendo.",288
41,Web Scrape,"This biographical article related to the military of Spain is a stub. You can help Wikipedia by adding missing information. Linda Brigitta Sembrant (born 15 May 1987) is a Swedish former professional footballer who last played as a centre back for Damallsvenskan club AIK Stockholm. Sembrant began playing football with SK Servia, then progressed through the youth system of Bälinge IF. Although her role model while growing up was the striker Henrik Larsson, Sembrant became a defender. Sembrant spent the 2006–07 off–season playing in England with Lincoln Ladies (then known as Lincoln City Ladies). She then moved to AIK in 2008. In November 2010 Sembrant switched to Kopparbergs/Göteborg FC, after becoming captain of AIK. One year later she moved to Tyresö FF. In 2012 Sembrant was part of the Tyresö team who won the Damallsvenskan championship, but she missed the end of the season after suffering an anterior cruciate ligament injury. Tyresö suffered a financial collapse during the 2014 season, withdrawing from the league and letting all their players go. Sembrant secured a lucrative move to French club Montpellier. In July 2019, Sembrant moved to Italy to sign with defending Serie A champions Juventus. In January 2024, Sembrant was loaned to Bayern Munich until the end of the 2023–24 season. After winning the Bundesliga in her first season at Bayern, Sembrant signed a new contract for 2024–2025 season. Sembrant scored three goals in 31 games for Munich and won two Bundesliga titles, one DFB-Cup and one DFB-Supercup. In August 2025, Sembrant signed a contract with AIK Stockholm until 31 December 2026.",261
42,Web Scrape,"Sembrant represented Sweden at all youth levels, then won her first senior cap against England in February 2008. She was withdrawn from the Sweden squad for Euro 2009 through injury. In 2011 Sembrant was called up to Sweden's squad for the World Cup in Germany. She retained her place in the national selection for the 2012 London Olympics. On the occasion of Sembrant's 50th cap, she scored Sweden's goal in a 1–1 draw with Canada. The friendly match was staged in Los Angeles in November 2014. Sembrandt scored against Thailand at the 2019 FIFA Women's World Cup, the opening goal in a 5–1 win. On 13 June 2023, she was included in the 23-player squad for the 2023 FIFA Women's World Cup. On 24 November 2025, it was announced that Sembrant retired from the national team. Sembrant is in a relationship with Italian footballer Lisa Boattin. Kopparbergs/Göteborg FC Tyresö FF Juventus Bayern Munich Sweden Frequency-dependent foraging is defined as the tendency of an individual to selectively forage on a certain species or morph based on its relative frequency within a population. Specifically for pollinators, this refers to the tendency to visit a particular floral morph or plant species based on its frequency within the local plant community, even if nectar rewards are equivalent amongst different morphs. Pollinators that forage in a frequency-dependent manner will exhibit flower constancy for a certain morph, but the preferred floral type will be dependent on its frequency. Additionally, frequency-dependent foraging differs from density-dependent foraging as the latter considers the absolute number of certain morphs per unit area as a factor influencing pollinator choice. Although density of a morph will be related to its frequency, common morphs are still preferred when overall plant densities are high.",290
43,Web Scrape,"Floral traits, such as corolla color, flower shape, size and scent, appear to have evolved primarily for the purpose of attracting pollinators and many pollinators have learned to associate these floral signals with the reward that is present there. As pollinators are essential in the process of pollen transfer (and therefore, reproductive success) of many angiosperms, visitation behavior will impose frequency-dependent selection on the flower morphs that they visit. If pollinators selectively visit a particular morph, this will cause this morph to increase in frequency, and may ultimately lead to the fixation of this phenotype, known as directional selection. Alternatively, if rare morphs are preferred, this should promote phenotypic diversity, known as balancing or stabilizing selection. Interest in frequency-dependent selection dates back to the time of Charles Darwin, who predicted that insects should demonstrate flower constancy and puzzled over the occurrence of deceptive orchid species. This phenomenon received little attention until the 1970s when Donald Levin suggested that one of the most important factors determining pollinator visitation behavior is the floral trait's frequency in the population relative to other floral elements. Since this time, attention has focussed on understanding how obligately pollinated, unrewarding species can persist as they offer pollinators no incentive to visit. Much less research has been conducted on frequency-dependent foraging on rewarding species, but experiments using bumblebees have illustrated that frequency likely plays a role in reproductive success of flowering plants. Researchers studying frequency-dependent visitation behavior seek to understand if pollinator preference is strong enough to induce fixation of traits or to maintain floral polymorphisms observed in natural populations. Laboratory experiments use artificial flowers to test how pollinator preference varies with frequency. Typical experiments use two or more colored discs or artificial flowers (to represent flower morphs) that are arranged in various patterns and frequencies. It.",299
44,Web Scrape,"Frequency-dependent foraging has most often been observed and studied in bumblebees (Bombus) as they tend to forage for long periods of time without becoming satiated, making them ideal experimental subjects. Simple experiments using two morphs have revealed that after visiting many flowers (more than 100) bumblebees tend to prefer to visit the common morph when rewards associated with both morphs are equal. This pattern is consistent for a variety of nectar concentrations. An exception to this pattern occurs when one morph contains variable amounts of nectar. This reward variability tends to cause the strength of the observed frequency dependence to decrease. However, when both rare and common morphs are unrewarding, bumblebees tend to reverse their behavioral pattern and demonstrate rare morph preference. Even though these experiments demonstrate that bumblebees forage in a frequency-dependent manner, the strength of this response can be asymmetric for different colors. For example, experiments using blue and yellow discs to represent corolla colors demonstrated that, although bumblebees preferentially foraged on the most common morph when rewards were present, the threshold for switching to the common morph was different for both colors. Bumblebees exhibit an innate preference for blue corollas, as this color is very conspicuous to bees against green-colored backgrounds. It was observed that in order for bees to switch from blue flowers to yellow, the yellow-to-blue ratio had to be much higher than the ratio of blue-to-yellow flowers that were required for the opposite switch. In other words, bees would forage on blue flowers until morphs of this colour reached relatively lower frequencies compared to yellow flowers. However, this preference for blue was not as pronounced when both morphs contained high levels of nectar. Therefore, frequency-dependent preferences must be considered along-with frequency-independent preferences to truly understand the visitation behavior of pollinators. Additionally, when density.",299
45,Web Scrape,"Experiments conducted in the field have yielded mixed results. Some studies have demonstrated that bumblebees prefer the relatively common corolla color, but in other studies there did not appear to be any observable pattern of bee visitation behavior. This discrepancy between laboratory and field studies may be due to the fact that laboratory studies use highly contrasting corolla colors and it is likely that color polymorphisms in the wild are not this distinct, making frequency-dependence weaker in natural settings. Additionally, in natural populations multiple traits that are attractive to pollinators may be genetically correlated with one another (pleiotropy), so looking at pollinator response to a single trait in isolation may not be appropriate under these circumstances. Also, frequency-dependent foraging is not apparent until many flowers have been visited (more than 100). Therefore, considering morph frequency within localized patches of flowers in natural settings may not be sufficient. Instead, morph frequency may need to be calculated over large spatial ranges to determine the extent to which pollinators are foraging in a frequency-dependent manner. Although studies of frequency-dependent foraging in other pollinator groups seems to be rare, at least one study has demonstrated that butterflies prefer to visit common corolla shapes. This observation was based on reduced seed set of rare morphs in field studies. Foraging on common morphs will be beneficial if these common morphs are associated with a higher reward than rare morphs. However, if rare morphs have similar nectar quality, skipping over these equally rewarding flowers appears to be inconsistent with optimal foraging theory. Several hypotheses have been proposed to suggest how this visitation pattern is maintained.",268
