id,source,original_text,original_word_count,summary,summary_word_count
72,Web Scrape,"Usually the time-of-flight tube used in mass spectrometry is praised for simplicity, but for precision measurements of charged low energy particles the electric and the magnetic field in the tube has to be controlled within 10 mV and 1 nT respectively. The work function homogeneity of the tube can be controlled by a Kelvin probe. The magnetic field can be measured by a fluxgate compass. High frequencies are passively shielded and damped by radar absorbent material. To generate arbitrary low frequencies field the screen is parted into plates (overlapping and connected by capacitors) with bias voltage on each plate and a bias current on coil behind plate whose flux is closed by an outer core. In this way the tube can be configured to act as a weak achromatic quadrupole lens with an aperture with a grid and a delay line detector in the diffraction plane to do angle.",149,the time-of-flight tube can be controlled by a Kelvin probe. the magnetic field can be measured by a fluxgate compass.,20
73,Web Scrape,"When no delay line detector is used focusing the ions onto a detector can be accomplished through the use of two or three einzel lenses placed in the vacuum tube located between the ion source and the detector. The sample should be immersed into the tube with holes and apertures for and against stray light to do magnetic experiments and to control the electrons from their start. A time-of-flight camera (ToF camera), also known as time-of-flight sensor (ToF sensor), is a range imaging camera system for measuring distances between the camera and the subject for each point of the image based on time-of-flight, the round trip time of an artificial light signal, as provided by a laser or an LED. Laser-based time-of-flight cameras are part of a broader class of scannerless LIDAR, in which the entire scene is captured with each laser pulse, as opposed to point-by-point with a.",149,"time-of-flight cameras are part of a broader class of scannerless cameras. the entire scene is captured with each laser pulse, as opposed to point-by-point with a.",26
74,Web Scrape,"A time-of-flight (TOF) detector is a particle detector which can discriminate between a lighter and a heavier elementary particle of same momentum using their time of flight between two scintillators. The first of the scintillators activates a clock upon being hit while the other stops the clock upon being hit. If the two masses are denoted by m 1 } and m 2 } and have velocities v 1 } and v 2 } then the time of flight difference is given by where L is the distance between the scintillators. The approximation is in the relativistic limit at momentum p and c denotes the speed of light in vacuum. John Samuel Faubus (October 24, 1887 – August 24, 1966) was an American small farmer and founder of one of Arkansas' few chapters of the Socialist Party of America. He was the father of Governor of Arkansas Orval E. Faubus.",150,a time-of-flight detector can discriminate between a lighter and a heavier elementary particle of same momentum using their time of flight. the first of the scintillators activates a clock upon being hit while the other stops the clock upon being hit. the approximation is in the relativistic limit at momentum p and c denotes the speed of light in vacuum.,60
75,Web Scrape,"He was born in Madison County on Mill Creek south of Combs in the Ozark Mountains, Arkansas, to William Henry Faubus and Malinda (née Sparks) Faubus, who had seven children. His father died in the winter of 1900 from pneumonia shortly after relocating to Greasy Creek, north of Combs, and the widow married John Nelson; she gave birth to another eight children. Altogether, John Samuel Faubus had fifteen siblings and stepsiblings and was referred to as Sam.: 11 He received little education, and when he was seventeen, he went to work as a journeyman hacker, hewing railroad crossties. However, Sam developed a habit of reading books and became self-educated; later, he became a regular correspondent to local newspapers. In his youth, Sam was easy-going, in his later years he was characterized as domineering and strong-minded.",135,"he was born in Madison County on Mill Creek south of Combs. his father died in the winter of 1900 from pneumonia. he married his widow, who gave birth to another eight children.",33
76,Web Scrape,"After Faubus turned twenty-one, he married Addie Joslin (1892–1936) in 1908, daughter of Thomas Joslin and Sarah Thornberry, and they had three sons, Orval, Darrow, and Elvin, and three daughters, Bonnie, Connie, and Betty. He gave his oldest son Orval the middle name Eugene to honor the Socialist Party of America founder, Eugene V. Debs; another son, Darrow Doyle, was named after well known the time labor lawyer Clarence Darrow; and a third son, Elvin Carl, received a middle name after Karl Marx. The Faubuses were subsistence farmers and toiled on their homesteaded thin-soiled upland farm in the Ozark Mountain country to provide their children with food and basic necessities; Sam also did menial work to earn money while Addie looked after children. He constantly searched for better paying jobs; he did itinerant agricultural work in the Midwest and Canada, and worked in a lead mine at Picher, Oklahoma.",149,"Faubus married Addie Joslin in 1908, daughter of Thomas Joslin and Sarah Thornberry. he gave his oldest son the middle name to honor the socialist party of America founder, Eugene V. Debs. another son, Darrow Doyle, was named after well known the time labor lawyer Clarence Darrow.",47
77,Web Scrape,"Hardships politically radicalized Faubus, and in his older days he reminisced, ""I worked in my younger days as a tiemaker—not the wearing kind, but the kind that railroads use. I made them for 10 cents a piece. That's why I became a liberal. I don't like slave labor, and that's just what it was."" Under the influence of his older and more political savvy neighbor, O. T. Green, Sam joined the Socialist Party of America. In May 1910, he and his friend Arch Cornett, a local teacher, founded the Mill Creek Local of the Socialist Party in Combs with ten members; at an all-time high, membership was close to 30, including Addie Faubus. Sam Faubus was a firm opponent of the U.S. involvement in World War I and once was arrested with Arch Cornett for distributing anti-war literature and charged with the Sedition Act of 1918 violation. The end.",149,"he joined the socialist party of America in 1910. he and his friend, Arch Cornett, founded the Mill Creek Local of the Socialist Party. he once was arrested with Arch Cornett for distributing anti-war literature.",35
78,Web Scrape,"Faubus's son, Orval Faubus, being the Governor of Arkansas, became nationally and internationally controversial for seeking to oppose the 1957 integration of Central High School in the state capital of Little Rock. Sam Faubus disapproved of Orval's actions during the integration crisis and privately conveyed his position to him. Unbeknownst to his son, he wrote letters in support of desegregation to the Arkansas Gazette signed by a pseudonym, Jimmie Higgins, which was the Socialist Party slang for a novice member. At that time, Sam Faubus already changed his political standing, becoming a Franklin Roosevelt New Deal Democrat. Ultimately, the Federal Government intervened, and nine African American students known as the Little Rock Nine went on to graduate from Little Rock Central High School.",123,"orval Faubus is son, orval, became controversial for opposing the 1957 integration of central high school in the state capital of Little Rock. he disapproved of orval is actions during the integration crisis and privately conveyed his position to him. he wrote letters in support of desegregation to the Arkansas Gazette signed by a pseudonym, Jimmie Higgins.",57
79,Web Scrape,"After he was widowed in 1936, Faubus married in 1952 a widow, Maudie Blanch Jostmeyer Wonders, and lived on a ten-acre farm on Milk Creek where he raised chickens. The neighbors called him ""Uncle Sam"" after Orval Faubus became governor. John Samuel Faubus died from lymphatic cancer on August 24, 1966. The Arkansas Gazette wrote about him, ""Sam Faubus would have stood out in any time, that of his own father, his father's father, anytime. The Ozark mountaineers needed such a man who could articulate their anger at the exploitative economic system that plagued their lives."" Thomas Slater (born April 6, 1968) is an American professional baseball coach. He was the assistant hitting coach for the New York Mets of Major League Baseball (MLB) from 2018 to 2021.",128,orval Faubus died from lymphatic cancer in 1966. he was a professional baseball coach. he was the assistant hitting coach for the new york Mets.,25
80,Web Scrape,"Slater graduated from St. Christopher's School in Richmond, Virginia, and the Virginia Military Institute (VMI). He played college baseball for the VMI Keydets as a third baseman for four years. He coached baseball at St. Christopher’s School in 1991, and served on the coaching staffs of the Marshall Thundering Herd, VMI, and Auburn Tigers. Slater was the head coach of VMI's baseball team from 2001 through 2003. He served as an assistant coach for the Florida Gators in 2004. He coached the Auburn Tigers from 2005 through 2008. He joined the New York Yankees organization, managing the Gulf Coast Yankees of the Rookie-level Gulf Coast League in 2010 and the Staten Island Yankees of the Class A-Short Season New York-Penn League in 2011, before becoming the hitting coach of the Trenton Thunder of the Class AA Eastern League in 2012. In 2013 and 2014, Slater was the Yankees' roving.",149,he played college baseball for the VMI Keydets. he coached baseball at the vMI keydets in 1991.,17
81,Web Scrape,"Mutsamudu (also known as Moutsamoudou) is the second-largest city in the Comoros. It is also the capital and largest city on the island of Anjouan as well the former home of former Comorian president Ahmed Abdallah Mohamed Sambi. It now houses a deep water port, an ancient citadel, and narrow streets with many shops and small crafts. The population in 2021 stood at 23,594. Mutsamudu was likely founded in 1482. It grew into a prosperous Swahili port, funneling traffic between the Swahili ports of Mozambique and Madagascar. Later Arab, Persian, Indian, Somali, and Malagasy sailors and traders settled in the town. By the 1700s, it was the most prosperous town in the Comoros Archipelago. During an expedition along the Swahili Coast in 1773, the commissioner Frederick Holtzappel visited the town. He expressed his admiration, noting that the houses were built with stone, whitewashed inside and out, had plank painted.",149,"the population in 2021 stood at 23,594. it was likely founded in 1482. it funneled traffic between the Swahili ports of Mozambique and Madagascar.",24
82,Web Scrape,"Mutsamudu has two parallel main streets. The medina from the 15th century is located between them. The citadel was constructed in 1786 with help of the British to protect the city from Malagasy slave raisers. It was badly damaged in 1950 at the landfall of a cyclone. Mutsamudu enjoys marine tropical weather. The main temperature range extends from 27°C to 32 °C (90 °F) throughout the year. The hottest period in Mutsamudu is from the month of December to the month of April. Comparatively cooler weather is experienced from the month of May to the month of November. There is significant rainfall in most months of the year, wettest month is January. The entire Comoros islands are regularly swept by violent winds and sometimes by tropical cyclones with significant human and material damage. The most important of tropic cyclones recorded in Comoros occurred in 1950 and damaged the Mutsamudu citadel.",150,the citadel was badly damaged in 1950 at the landfall of a cyclone. the hottest period in Mutsamudu is from the month of December to April.,26
83,Web Scrape,"Mutsamudu is the only deep water port of the Union of the Comoros, constructed in 1982. Three quarters of its cargo consists of transhipment for containerized cargoes destined to the two other islands. The main import products shipped from the port are rice, cement, sugar, flour and petroleum products. Main export products are ylang ylang, cloves and vanilla. This Comoros location article is a stub. You can help Wikipedia by adding missing information. Jorge Motos (born 27 May 1999) is a Spanish actor, best known for his leading role in the film Lucas (2021), for which he received the Berlanga Award for Best Actor and the Málaga Film Festival Best Actor Award, and was further nominated for the Goya Award for Best New Actor at the 36th Goya Awards. He has previously starred in the television series Si fueras tú (2017), La caza. Tramuntana (2021), and Feria: The Darkest.",149,"the port is the only deep water port in the u.s., built in 1982. the main import products shipped from the port are rice, cement, sugar, flour and petroleum products.",30
84,Web Scrape,"Motos was born on 27 May 1999 in Valencia, Spain. He studied at the Valencia Actor's School for 8 years. He began his career with roles in various television series, first gaining recognition for playing the role of Hugo in the Playz streaming series Si fueras tú, in 2017. In January 2021, he had a recurring role in the second season of La caza. Tramuntana. In 2021, he starred in the film Lucas, directed by Alex Montoya, for which he gained widespread recognition. For his work in the film, he received the Berlanga Award for Best Actor and the Málaga Film Festival Best Actor Award, and was nominated for Goya Award for Best New Actor at the 36th Goya Awards and for Best Actor at the CEC Awards. In January 2022, he starred in the Netflix original series Feria: The Darkest Light.",142,"Motos was born on 27 May 1999 in Valencia, Spain. he began his career with roles in various television series. he starred in the film Lucas, directed by Alex Montoya.",30
85,Web Scrape,"The jewels of Mary, Queen of Scots (1542–1587) are mainly known through the evidence of inventories held by the National Records of Scotland. She was bought jewels during her childhood in France, adding to those she inherited. She gave gifts of jewels to her friends and to reward diplomats. When she abdicated and went to England many of the jewels she left behind in Scotland were sold or pledged for loans, first by her enemies and later by her allies. Mary continued to buy new jewels, some from France, and use them to reward her supporters. In Scotland her remaining jewels were worn by her son James VI and his favourites. Mary, Queen of Scots inherited personal jewels belonging to her father, James V. She was taken to France in 1548. In February 1553, the Cardinal of Lorraine wrote to Mary's mother Mary of Guise discussing the purchase of.",149,"the jewels of Mary, queen of Scots are known through the evidence of inventories held by the National Records of Scotland. she was bought jewels during her childhood in France, adding to those she inherited. she gave gifts of jewels to her friends and to reward diplomats.",47
86,Web Scrape,"For a time, the Earl of Arran was ruler of Scotland as regent. In 1556, after Mary of Guise had become regent, Arran returned a large consignment of royal jewels to the young queen in France. Mary mentioned in an undated letter to her mother that a member of the entourage of James Hamilton, 3rd Earl of Arran (then serving in the Scottish Guards in France) had told her that his father intended to send her some jewels, ""quelques bagues"". Among these jewels was a pendant or hat badge made in Edinburgh by John Mosman from Scottish gold, featuring a mermaid set with diamonds and holding a mirror and a ruby comb. There was also an enseigne or hatbadge featuring Cupid holding a ruby, with a heart-shaped ruby.",128,the Earl of arran was regent of Scotland in 1556. he returned a large consignment of royal jewels to the young queen in france. the royal jewels were made in Edinburgh by John Mosman from Scottish gold.,37
87,Web Scrape,"Mary had jewels repaired and refashioned by Parisian jewellers including Robert Mangot, who made paternoster beads or components, and Mathurin Lussault, who also provided gloves, pins, combs and brushes. Lussault himself was a patron of the sculptor Ponce Jacquiot, who designed a fireplace for the goldsmith. Her clothes were embroidered with jewels, a white satin skirt front and sleeves featured 120 diamonds and rubies, and coifs for her hair had gold buttons or rubies, sewn by her tailor Nicolas du Moncel in 1551. In 1551, while she was in France, Mary of Guise considered buying necklaces from a Paris merchant called Ronnet (possibly for her daughter), and he supplied a valuation made by a Parisian jeweller and lapidary Allart Plombier or Plommyer, who sold jewels to the French royal family.",130,"sculptors embroidered with jewels, embroidered with diamonds and rubies. sculptors embroidered with jewels, embroidered with diamonds and rubies. sculptors sculpted a fireplace for the goldsmith.",25
88,Web Scrape,"In 1554 the queen's governess Françoise d'Estainville, Dame de Paroy, wrote to Mary of Guise asking permission to buy two diamonds to lengthen one of Mary's ""touret"" headbands (to wear on her French hood), incorporating rubies and pearls the queen already owned, set in gold entredeux or chatons. She also wanted to buy a gown of cloth-of-gold for the queen to wear at the wedding of Nicolas, Count of Vaudémont (1524–1577), and Princess Joanna of Savoy-Nemours (1532–1568) at Fontainebleau. This new costume was intended to emulate the fashion adopted by the French princesses Elisabeth and Claude. The French court patronised an artist Jean Court dit Vigier who worked in enamels on metal, and he decorated and signed a cup or tazza with scenes of the Triumph of Diana and the Feast of the Gods, with the coat of arms of Scotland on the foot. The arms are surmounted by.",149,Dame de paroy wrote to the queen asking permission to buy two diamonds. she wanted to buy a gown of cloth-of-gold for the queen to wear at the wedding of Nicolas. the new costume was intended to emulate the fashion adopted by the princesses.,44
89,Web Scrape,"It is not clear if the painter Jean de Court who received a pension from Mary and was listed as a 'valet' and painter in her household expenses was the same artist as the enameller. The painter Jean de Court has been suggested as the artist who made Mary's portrait in 1562 as a gift for Elizabeth I. He appears as ""Jehan de Court, paintre"" in Mary's 1567 household roll but there seems to be no other archival evidence that he actually resided in Scotland. Mary's mother, Mary of Guise, asked her to buy a chiming watch for her, from a maker who worked for Henry II. Mary was betrothed to the French prince Francis, and was given jewels to wear which were regarded as the property of the French crown. Her jewelled appearance at their wedding in 1558 included a necklace with a pendant of ""incalculable value"", described.",149,"the painter Jean de Court was listed as a 'valet' and painter in her expenses. he appears as Jehan de Court, paintre in Mary is 1567 household roll. there seems to be no other archival evidence that he actually resided in Scotland.",42
90,Web Scrape,"On the day of her wedding, suspended at her forehead from her crown, was the famous ruby called the ""Egg of Naples"". Mary's mother-in-law, Catherine de' Medici, gave her the necklace and pendant which she had commissioned from goldsmiths in Lyon and Paris. By the time of Mary's marriage, Mathurin Lussault was known as Mary's goldsmith. Other goldsmiths who worked for the wedding ensemble were; Jean Joly, Jean Doublet (the Dauphin's goldsmith), and Nicolas Vara, a gilder and engraver. Denis Gilbert trawled the shops of Paris for rings and stones, and a lapidary called Badouet supplied 58 emerald buttons. Two merchants from Lyon, Pierre Vast and Michel Fauré, supplied a faceted diamond set in a shield for the necklace that Catherine de' Medici gave Mary on her wedding day. The diamond cost 380 livres. Claude Héry supplied a cabochon diamond, costing 292 livres. The pendant may have been the.",149,"the diamond was commissioned by her mother-in-law, Catherine de' Medici. the necklace and pendant was commissioned by goldsmiths in Lyon and Paris. the pendant was the egg of Naples.",29
91,Web Scrape,"On 6 July 1559, Mary, as Reine dauphine, ordered counterfeit precious stones for masque costumes from a painter Éloi Lemannyer, for the weddings of Elisabeth of Valois and Margaret of Valois. Lemmanyer, an usher of the Dauphin's chamber, provided 1,262 imitation rubies, diamonds, and emeralds. Henry II of France was injured at a tournament and died on 10 July. Mary asked the Duchess of Valentinois to make an inventory of the French king's cabinet and all his jewels. In the 1570s, Mary sent her godchild, a daughter of the French ambassador Michel de Castelnau, a jewel which had been a present in her childhood from Henry II as a pledge of her affection to the girl and her family. Mary's accounts show that she bought jewellery and precious stones from French goldsmiths and merchants during her time in Scotland, buying merchandise worth £2000 Scots from Guillaume Mignott of Bordeaux.",149,"a painter supplied 1,262 imitation rubies, diamonds, and emeralds. the duchess of Valentinois made an inventory of the French king is cabinet. in the 1570s, Mary sent her godchild, a daughter of the ambassador Michel de Castelnau.",37
92,Web Scrape,"Heart-shaped stones were prized, and used in gift exchanges with Elizabeth I in the 1560s. Mary sent Elizabeth a ""fair ring with a diamond made like a heart"". In 1577, Mary's secretary Claude Nau wrote to his brother in Paris for a heart-shaped or triangular diamond or emerald, a ""beau et excellent diamant ou esmeraulde ... Je desire que ce soit ung coeur ou en triangle parfaict"". Mary sent James VI a ring in 1581, which he received in ""good heart"" and may have had heart-shaped diamond, and in 1584, James VI used a heart-shaped cipher for his own name. Diamond cutting in Europe has been associated with Louis de Berghem or de Berquen of Bruges, who is said to have cut a heart shaped diamond for Charles the Bold in 1475, although the story seems to be the invention of a 17th-century writer Robert de Berquen.",147,a ring with a diamond made like a heart was sent to Elizabeth I in 1577. the ring may have had a heart-shaped diamond or emerald. the story seems to be the invention of a 17th-century writer Robert de Berquen.,40
93,Web Scrape,"Diamonds for jewellery in this period came from India, and many were cut and finished and traded at Antwerp. Natural diamond crystals that did not require cutting were sold in Paris and Lisbon. Instead of diamonds, rock-crystal, ""paste"" or glass substitutes were used, which seem to have been acceptable in fine jewellery. Rubies came from Myanmar, the balas ruby from Badakshan, sapphires from Sri Lanka and Myanmar. Emeralds may have been sourced in the Salzburg Alps, and were brought from Colombia by the Spanish. Turquoise came from the Khorasan province of Iran and the Sinai. A costly amatiste orientalle listed among the jewels she left behind in France may have been a purple hued ruby or sapphire, a type of corundum sometimes called an ""oriental amethyst"", rather than a quartz amethyst. In the 1580s in Edinburgh, a ring with a ""fyne"" ruby balas was valued at £12 Scots.",148,diamonds for jewellery in this period came from India. diamonds were sold in the 1580s in Edinburgh. diamonds were sold in the 1580s in Edinburgh.,25
94,Web Scrape,"The inventories say little about the gold settings, except the predominant colours of any enamel decoration. Analysis of a small number of pieces from this period has shown the use of gold of around 21 carat purity. In England, in 1576, Elizabeth I allowed the goldsmith John Mabbe to market his stock of jewellery made with gold under 22 ct fineness. Some details of the practices of Edinburgh goldsmiths were recorded in 1555, when Regent Arran asked the Provost of Edinburgh, William Hamilton and other to convene in the Tolbooth and collect information from the craft incorporations. The goldsmiths answered about the charges for making (""the fassoun"") a silver mazer cup, and pointed out the variety of works in gold were charged differently, as were the range of possibilities in silver work and engraved decoration (with ""antickis""). Prices were arranged accordingly with the owner who commissioned the work. Prices.",149,"inventories say little about the gold settings, except the predominant colours of any enamel decoration. the use of gold of around 21 carat purity was recorded in 1576.",28
95,Web Scrape,"In May 1563, Crystell Galbraith was censured for fraud, having substituted a worthless imitation for a client's ""fyne"" diamond, and pocketed some of the gold given to him by the laird of Pilrig to make pairs of horns (a kind of clothes fastener). Another goldsmith, Michael Rynd had tested a silver belt made by Galbraith that had low silver content. The deacon of the goldsmiths Thomas Ewyn asked the town's authorities to close Galbraith's shop until he could ""find surety"" and make a bond for future compliance. An ""act of stent"" records of the names of 23 active goldsmiths who contributed to a tax for a charitable fund in January 1565. The wealthiest goldsmith Michael Gilbert gave a half merk, other gave less.",123,a goldsmith pocketed some of the gold given to him by the laird of Pilrig. he had substituted a worthless imitation for a client is fyne diamond. the deacon of the goldsmiths asked the town is authorities to close Galbraith is shop.,42
96,Web Scrape,"In 1562 Mary bought 264 large pearls from John Gilbert, an Edinburgh goldsmith. In January 1565, an Edinburgh goldsmith James Gray who was also ""sinker"" of dies at the royal mint, provided pearls worth £8 Scots. Some of Gilbert's pearls were sent to Paris to be made into buttons, and the others were either incorporated in jewellery made in Edinburgh or used to embroider costume. Most pearls used in jewellery came from marine oysters and were imported. In the 16th-century marine pearls were collected on the coast of Venezuela and Cubagua by indigenous divers and enslaved Africans working for the Spanish Empire, while Portugal exploited pearl fishing in the Indian Ocean and Persian Gulf. Scottish freshwater river pearls were also used and seem to have been usually smaller than marine pearl. Scottish pearls were noted as an export to Flanders in 1435. A daughter of Thomas Thomson, one of.",149,in 1562 Mary bought 264 large pearls from an Edinburgh goldsmith. some were sent to Paris to be made into buttons. most pearls used in jewellery came from marine oysters.,30
97,Web Scrape,"After Francis II died in December 1560, Mary had to return many of the French crown jewels to Claude de Beaune, Dame du Gauguier, a lady-in-waiting and treasurer to Catherine de' Medici. The diamonds were described in detail and valued in the inventory. The most important suite of hairpieces and necklaces featured the repeated crowned initial ""F"" for Francis. One large ruby was known as the ""Egg of Naples"", a large emerald was from Peru. Catherine de' Medici gave Mary a receipt on 6 December 1560. An inventory in the National Records of Scotland shows Mary was allowed to keep some pieces, and she would later insist that much of her personal jewellery had been given to her in France. The inventory also records that Mary gave gifts of jewellery to Jane Dormer, Duchess of Feria, when she came to Amboise in April 1560.",144,the most important suite of hairpieces and necklaces featured the repeated crowned initial F for Francis II. one large ruby was known as the Egg of Naples.,27
98,Web Scrape,"John Lesley, Bishop of Ross, provided a description of Mary's arrival in Scotland in September 1561. He said her luggage included furniture, hangings, apparel, many costly jewels and golden work, precious stones, ""orient pearls most excellent of any kind that was in Europe"", and many costly ornaments or ""abilyeamentis"" for her body, with much silver work of costly cupboards, cups, and plate. Jewels for immediate or regular use were kept near her bedchamber. One of her French gentlewomen, Mademoiselle Rallay, was given lengths of linen, called ""plette"", to keep these jewels in. Mary had several sets of back and fore ""garnishings"" sometimes with a matching necklace. These were worn on the headband or coif of a French hood over the forehead. In French they were called bordures and oreillettes. The Master of Gray referred to the diamonds of a garnishing and its ""marrow garnishing"". In Scots, ""marrow"" meant fellow.",149,"a french gentlewomen was given lengths of linen, called plette to keep these jewels in. in french they were called bordures and oreillettes.",23
99,Web Scrape,"Other items of clothing were densely embroidered with pearls, including a black velvet trimming for a gown, a ""garniture de robe"" banded with pearls in her English wardrobe in 1586. She wore coifs, a kind of hair net, one threaded with beads of jet. In 1578, left behind in Edinburgh Castle, were ""sevin quaiffis of gold, silver, silk, and hair"". Her ear rings were described in Scots as ""hingaris at luggis"". Watches associated with Mary were made in France. One example is said to have been lost while riding between Hermitage Castle and Jedburgh and discovered in the early 19th-century. The emblems engraved on one of her watches were recorded and sketched in January 1575. The device of a tortoise and palm tree was used in 1565 on her silver ""ryal"" coins and some of the other emblems were embroidered by Mary and Bess of Hardwick on the Oxburgh Hangings.",150,a tortoise and palm tree was used in 1565 on her silver coins. the emblems were embroidered by Mary and Bess of Hardwick.,23
100,Web Scrape,"Jewels were exchanged as gifts between monarchs. Monarchs exchanged their portraits, and gifts of jewels were sometimes made in lieu of pictures. These gifts had differing nuances and significances. Queen Elizabeth I of England proposed sending her portrait to Mary in Scotland in January 1562, but her painter was unwell. Mary, Queen of Scots told the English ambassador Thomas Randolph that she would send Elizabeth a ring with a diamond made like a heart by the envoy who brought the portrait, or with René II de Lorraine, Marquis d'Elbeuf who intended to visit the English court. After the portrait failed to materialise, in June 1562 she told Randolph she would send the ring with some verses she had written herself in French. Mary hoped to meet Elizabeth for an ""interview"", and they would be ""good sisters together"". She put Elizabeth's letter near her heart, and told Randolph that the.",149,monarchs exchanged portraits as gifts between monarchs. gifts of jewels were sometimes made in lieu of pictures.,17
101,Web Scrape,"Although the letters describe a separate portrait and a diamond ring, some historians suggest that Mary sent her miniature portrait to Elizabeth combined in the ring with the heart-shaped diamond. The portrait is sometimes associated with the name Jean de Court, a painter receiving a pension from Mary's French income. Rings with miniatures do survive from the period, the Chequers Ring includes a painted portrait of Anne Boleyn or Catherine Parr. The National Museums of Scotland has three 16th-century lockets, possibly made in Scotland, intended to hold small miniature portraits, and a pair of tiny miniatures depicting Alexander Fraser of Philorth and Magdalen Ogilvie now mounted as earrings. Miniatures on this scale could have set in rings. Meanwhile, in August 1562, Mary sent Robert Dudley, later the Earl of Leicester, a ""token"" to wear, as remembrance of their ""reciproque gude mynd"". The jewel was carried to England by her.",149,the ring includes a painted portrait of Anne Boleyn or Catherine Parr. the ring is sometimes associated with the name Jean de Court. the ring is a painted portrait of Anne Boleyn or Catherine Parr.,35
102,Web Scrape,"The Queen herselfe apparelled that day in collours whyte and black, no nether jewel or gold about her that day, but the ring I brought her from the Queen's Majesty hanging at her breast, with a lace of white and black about her neck"". James Melville of Halhill described meeting Elizabeth I in her cabinet at Hampton Court in 1564. He asked if she would consider sending Mary a picture of the Earl of Leicester or ""a fair ruby, great like a racket ball"". Elizabeth said Mary would have both in time, if she followed her counsel, and would send a diamond or diamond ring to her with Melville. Melville returned to Scotland bringing Mary a diamond ring from Margaret Douglas, Countess of Lennox, who was ""still in good hope, that her son my Lord Darnley should come better speed than the Earl of Leicester, anent the marriage with.",149,ring from the queen is Majesty hanging at her breast. she said she would send a picture of the Earl of Leicester or a fair ruby she returned to Scotland bringing a diamond ring from Countess of lennox.,38
103,Web Scrape,"George Buchanan wrote two Latin epigrams concerning Mary's gifts of diamond rings to Elizabeth, one titled Loquitur adamas in cordis effigiem sculptus, quem Maria Elizabethae Anglae misit, said to be a translation of Mary's original. A French translation is titled Un Dyamant parle, a diamond talks. The English courtier and poet Sir Thomas Chaloner also translated the verse. The gift to Elizabeth was widely reported, and the English bishop John Jewel sent copies of the verses to his friends. He was sceptical of Mary's diplomatic overtures and plans for a meeting of the two queens. The gift of a ""heart of diamond well wrought"" and Latin verses was connected with plans for an ""interview"", a meeting between the two Queens, in a letter from Henry Killigrew to Robert Dudley in July 1562. Killigrew invited Dudley to translate the verses ""your lordship may do well to make these speak English""..",149,the gift of a heart of diamond well wrought and Latin verses was connected with plans for an interview the gift of a heart of diamond well wrought was a translation of Mary is original.,35
104,Web Scrape,"It was said that King James or Charles I gave this ring with a heart-shaped diamond to Sir Thomas Warner which passed to his descendants including the surgeon Joseph Warner. The Warner ring has a rose pear-shaped diamond in a black-enamelled setting. The ring was also said to be one which Elizabeth gave to the Earl of Essex and he returned to her from the Tower of London. In various 19th-century accounts of the ""Essex"" and Warner rings, Mary's gift and the verses are associated incorrectly with her marriage to Darnley in 1565. Mary mentioned a ring sent by Elizabeth I for ""her succour"" in a letter to Elizabeth from Lochleven on 1 May 1568. According to Mary's secretary, Claude Nau, Elizabeth had sent Mary a diamond shaped like a rock in return for the heart shaped diamond. The gift and exchange of rings and an implicit promise of.",149,ring was said to have been given to Sir Thomas Warner. the ring has a rose pear-shaped diamond in a black-enamelled setting. the ring was also said to be one which Elizabeth gave to the Earl of Essex.,38
105,Web Scrape,"According to the French diplomat Courcelles, in November 1586 James VI heard that Mary had declared her misfortunes at her ""arraignment"" or trial at Fotheringhay, ""showing to the whole assembly the ring which the Queen of England sent her as a token of her faith, which she so lightly gave credit unto, and was now therefore to bear the penance"". Elizabeth sent Mary a diamond ring in December 1563, apparently in return for the ""diamond that talks"", which Mary ""marvellously esteemed"", Elizabeth, at this time, was trying to assert her power over Mary's marriage plans. The ambassador Thomas Randolph delivered the ring to Jean Stewart, Countess of Argyll, for Mary, because the Mary was staying in bed at Holyrood Palace after exhausting herself dancing at twenty-first birthday celebrations. Still in bed, she held an audience for Randolph and showed him Elizabeth's diamond ring on her finger, which the company.",149,ring was sent to the assembly by the queen of england in 1715. the ring was reportedly sent to the assembly by the queen of england. the ring was reportedly in return for the diamond that talks.,37
106,Web Scrape,"Later, at supper after a wedding, Randolph heard Mary toast Elizabeth as ""De Bon Coeur"", meaning of good heart or ""willingly"". The phrase was sometimes used on rings, and the idea of a heart was frequently evoked in ring exchange, whether or not the stone was heart shaped. In January 1564, Mary held masques, with a costume theme of white and black. Randolph noted that she wore no other jewels except the diamond ring, the gift which he had brought from Elizabeth, worn as a pendant. John Lesley, Bishop of Ross, described the exchange of rings in 1563 in the context of the confirmation of a peace treaty, with ""other ornaments of beautiful workmanship, especially characteristic of the two royals"". This phrase may well refer to jewellery personalised with ciphers of initials or including miniature portraits.",136,"the phrase was sometimes used on rings, and the idea of a heart was often evoked. the phrase may refer to jewellery personalised with initials or portraits.",27
