id,source,original_text,original_word_count,summary,summary_word_count
305,Web Scrape,"On 16 July 2019, Syracuse's municipality issued a call for a new sports entity to enter Serie D via the Giorgetti ruling. Councilor Gaetano Favara launched a pre-season ticket campaign, rallying fans and sponsors, amassing 350 subscriptions and €50,000 in six days. By 24 July deadline, only Piedmontese entrepreneur Travagin (ex-Atletico Catania) applied, but his bid was deemed incomplete, prompting a reopening until 26 July. A proposal from Zurich Capital Funds, based in the United Arab Emirates, was accepted but failed due to timing issues, unable to secure a €350,000 bond with the Lega Nazionale Dilettanti, barring Siracusa from Serie D. Notably, ex-president Gaetano Cutrufo offered aid but submitted no bids, left unsupported. Missing out on Serie D and unable to enter Eccellenza (due to Real Siracusa Belvedere), in August 2019, amid widespread apathy, Gaetano Cutrufo stepped in again despite the fan backlash. Forming ASD Siracusa, he leveraged a.",149,a proposal from Zurich Capital Funds failed due to timing issues. a proposal from the city failed due to timing issues.,21
306,Web Scrape,"In the 2020–2021 season, after they were promoted to the Eccellenza, Siracusa aimed for a competitive squad. Retaining coach Scifo, they re-signed Emanuele Catania, who, after stints at Catania and Sicula Leonzio, vowed to end his career with Siracusa, aiding their rise with goals. Additions included defenders Raffaele Gambuzza and Alberto Cossentino (ex-Serie D, the latter an ex-Siracusa player in Serie C), returnees Carmine Giordano and Giacomo Fricano, and ex-Serie C players Ancione and Siclari. Despite a strong lineup, pre-season and Coppa Italia outings disappointed, leading Gaetano Cutrufo to sack Scifo for Giovanni Ignoffo, ex-Avellino Serie C coach and Siracusa player (2010–2012). Finishing second, a pandemic-altered play-off format saw them beat Aci S. Antonio in the semi-final but lose 3–2 to Giarre in the Agrigento final, delaying promotion. Post-season, Cutrufo swapped titles, acquiring Marina di Ragusa's (relegated but eligible for Serie D promotion), transferring Siracusa's to Fc Leonzio. However.",149,"re-signing coach Scifo, they re-signed Emanuele Catania. they vowed to end his career with goals. defenders raffaele Gambuzza and Alberto Cossentino were also sacked.",24
307,Web Scrape,"In the 2021–2022 season, a late change in ownership hampered preparations, resulting in a predominantly local roster that finished fifth under Roberto Regina, replaced mid-season by Giuseppe Mascara, who missed the play-offs. Emanuele Catania became Siracusa's all-time leading scorer with 73 goals. For the 2022–23 season, aiming for promotion, president Montagno welcomed Tuscan entrepreneur Alessandro Ricci as a partner, adding sponsors for a robust transfer window. The club became ASD Siracusa Calcio 1924 (later Siracusa Calcio 1924 SSD) before its centenary. Key signings under coach Mascara included playmaker Luca Ficarrotta (ex-Palermo). A slow start saw Mascara sacked after seven games, replaced by Gaspare Cacciola. December reinforcements—Pettinato, Iraci, Privitera, goalkeeper Lumia, and foreigners Camara (ex-Inter) and Arquin—sparked a turnaround, briefly taking the lead before a loss to Igea Virtus. Finishing one point behind, Siracusa entered play-offs, crushing Taormina 4–0, then Ercolanese 3–0 at home and 2–1 away. In the final.",149,"siracusa finished fifth under Roberto Regina, replaced by a late change in ownership. the club became aSD Siracusa Calcio 1924. the club is entrepreneur was a partner, adding sponsors for a robust transfer window.",34
308,Web Scrape,"In Serie D for the 2023–24 season, Ricci took full ownership, merging with Accademia Siracusa to revive the youth academy and launching an Eccellenza women's team. Only goalkeeper Lumia and midfielder Palmisano stayed, with Cacciola adding players like Arcidiacono, Vacca, Aliperta, Maggio, Alma, Benassi, Zampa, Argentines Shurs and Tejio, Andrea Russotto, and Toni Markić. With 926 season tickets sold, fans embraced the revamp. The first half of the season yielded 13 wins and four draws in 17 games, placing second behind Trapani (four points ahead). Maggio and Alma led scoring, while crowds often exceeded 3,000, with sellouts against Trapani and Vibonese. In November, Siracusa acquired the historic A.S. Siracusa logo and assets for free from Giuliano, enabling a potential return to the storied name after nearly 30 years. In December, striker Manuel Sarao arrived from Catania to bolster an already strong attack.",142,Accademia Siracusa merged with Accademia to revive the youth academy. a new team has been launched by cacciola. the first half of the season yielded 13 wins and four draws in 17 games.,33
309,Web Scrape,"In Serie D for the 2024–25 season, under new head coach Marco Turati, Siracusa won promotion to Serie C after a hard-fought battle against fallen giants Reggina. The colours of the team are sky blue and white. Note: Flags indicate national team as defined under FIFA eligibility rules; some limited exceptions apply. Players may hold more than one non-FIFA nationality. Note: Flags indicate national team as defined under FIFA eligibility rules; some limited exceptions apply. Players may hold more than one non-FIFA nationality. The Brewery Arts Complex (also known as the Brewery Art Colony) in Los Angeles has been called the largest live-and-work artists colony in the world. The 16-acre compound sits on twenty-one former warehouses and includes a former Edison power plant chimney dating to 1903, work studios, living lofts, restaurants and galleries. The Brewery is home to practitioners of artistic media that include painting, sculpture, photography, music.",149,the colours of the team are sky blue and white. players may hold more than one non-FIFA nationality. the 16-acre compound sits on twenty-one former warehouses.,26
310,Web Scrape,"The Brewery Arts Complex began in 1903 as the Southern California Edison Electric Steam Power Plant and then as a Pabst Blue Ribbon brewery. It was converted into artist lofts beginning in 1982. 2100 North Main Street, east of Chinatown in the Lincoln Heights area of Los Angeles, California Simyra dentinosa is a moth of the family Noctuidae. It is found in south-eastern Caspian, Balkans, southern part of Eastern Europe, the Near East and Middle East. It has been introduced in the United States. Adults are on wing from January to March. There is one generation per year. The larvae feed on Euphorbia species. This Acronictinae article is a stub. You can help Wikipedia by adding missing information. The National Security Act, 2017 (S.C. 2019, c. 13) is a statute of the Parliament of Canada that restructured oversight of Canada's national security and intelligence agencies, including the Royal Canadian.",149,"the family Noctuidae is found in south-eastern caspian, Balkans, southern part of eastern Europe, the Near East and Middle East. adults are on wing from January to March.",28
311,Web Scrape,"The act replaces certain key oversight bodies, and expands oversight to include a new Agency that reviews the actions taken on behalf of the Government of Canada by its national security agencies, as well as an Officer of Parliament that has quasi-judicial authority to review such actions, and make a report to the Prime Minister and Parliament. It amends certain sections of the Canadian Security Intelligence Service Act and the Canadian Security Establishment Act, including granting immunity from prosecution employees of CSIS that may present forged documents in the course of establishing a covert identity. It also expands the powers of the CSE to include the ability to launch active cyber operations in defense of the Canadian national interest, as approved by the Minister of National Defence, Minister of Foreign Affairs and authorized by the newly created post of Intelligence Commissioner.",141,act replaces certain key oversight bodies. it expands oversight to include a new agency that reviews actions taken on behalf of the government of Canada. it also expands the powers of the CSE to include the ability to launch active cyber operations in defense of the national interest.,48
312,Web Scrape,"Part I establishes the mandate and powers of the National Security and Intelligence Review Agency (NSIRA), which replaces the Security Intelligence Review Committee. (SIRC). It repeals sections of the Canadian Security Intelligence Service Act which provided the legal basis for the SIRC. The SIRC mandate was limited to oversight of CSIS, and did not include oversight of activities within other agencies. NSIRA replaces functions handled by SIRC, including: Part II of the act establishes the position of the Intelligence Commissioner, an independent officer of Parliament. It also creates the Office Intelligence Commissioner to support the mandate of the Intelligence Commissioner. The Intelligence Commissioner provides quasi-judicial oversight of all Intelligence Activities of the Government of Canada including review of all authorizations for activities undertaken by any agencies or departments. This.",129,NSIRA replaces the Security Intelligence Review Committee. it repeals sections of the Canadian Security Intelligence Service Act.,17
313,Web Scrape,"The commissioner is also entitled to a copy of all reports compiled by the NSIRA. The Commissioner is required to compile a report of their activities each calendar year and submit it to the Prime Minister. The Prime Minister will then table the report in Parliament after removing any confidential or classified information. Part III extends and enhances the powers of the Communication Security Establishment (CSE) to allow it to perform so-called ""Active Cyber Operations"" (Cyberattacks) as well as ""Defensive Cyber Operations"", with the approval of the Minister of National Defense and the Minister of Foreign Affairs. Part III also sets out limits of the operations that CSE may conduct. CSE may not conduct any operations against any Canadian in a foreign country or within Canada, and may not conduct any action that through negligence would cause harm to any person, or take any action that would pervert the.",149,the commissioner is required to compile a report of their activities each calendar year. the prime minister will then table the report in parliament. part III extends and enhances the powers of the communication security Establishment.,36
314,Web Scrape,Part IV includes changes to the Canadian Security Intelligence Service Act which include handling of Data collected by CSIS either in a foreign country or within Canada. It also includes provisions granting immunity from prosecution for members of CSIS who utter forged documents in the course of their duties when establishing a covert identity. Part V lays out changes to the disclosure regime between federal agencies including limits on what information can be shared by agencies as well as what privacy protections should be in place. Part VI provides a mechanism for the Minister of Transport to collect personal information from registered Air Carriers within Canada for the purpose of screening. Part VII makes amendments to the Criminal Code regarding the regime of terrorist offences. It also establishes a staggered review regime for the list of entities deemed by the Government of Canada to be terrorist organizations.,147,Part IV includes changes to the Canadian Security Intelligence Service Act. it includes provisions granting immunity from prosecution for members of CSIS who utter forged documents in the course of their duties. it also includes provisions granting immunity from prosecution for members of CSIS who utter forged documents in the course of their duties.,54
315,Web Scrape,"Part VIII makes changes to the Youth Criminal Justice Act in regards to various recognizance orders, including those related to terrorism. It also provides a mechanism for agencies of the Government of Canada to access youth records in order to administer the Canadian Passport Order. Part IX requires a comprehensive review of the act take place within 4 years of the Act coming into force. Canadian jurist and lecturer Claude Laferrière has published major analyses of U.S.–Canada national security law, including Five Essays on U.S. National Security Law (Wilson & Lafleur, 2009) and Traité de droit de la sécurité nationale : États-Unis d’Amérique / Canada (Wilson & Lafleur, 2018, 1158 pp, ISBN 978-2896895892). His work examines comparative national-security frameworks and legislative reforms surrounding Bill C-59 and the National Security Act (2017).",131,Claude Laferrière has published major analyses of the law. he has published major analyses of the law.,17
316,Web Scrape,"Vujinovača is a village in the municipality of Valjevo, Serbia. According to the 2002 census, the village has a population of 258 people. 44°11′N 19°42′E﻿ / ﻿44.183°N 19.700°E﻿ / 44.183; 19.700 This Kolubara District, Serbia location article is a stub. You can help Wikipedia by adding missing information. The Brookings Commercial Historic District, in Brookings, South Dakota, is a 13 acres (5.3 ha) historic district which was listed on the National Register of Historic Places in 1988. The listing included 39 contributing buildings in an area roughly along Main Ave. between the former C&NW railroad and the alley north of Fifth St. It includes Beaux Arts and Art Deco architecture. It includes Nick's Hamburger Shop, which was separately listed on the National Register.",123,"the village of Vujinovaa has a population of 258 people. the village is 44°11′N 19°42′E / 44.183°N 19.700°E / 44.183; 19.700 This Kolubara District, Serbia location article is a stub.",30
317,Web Scrape,"This article about a property in South Dakota on the National Register of Historic Places is a stub. You can help Wikipedia by adding missing information. Rodger B. MacGowan (1948 - February 21, 2025) was an artist, game developer, art director, and magazine publisher who was active in the board wargame industry from the 1970s. MacGowan was a prolific artist of cover art for wargames, and the wargaming magazine he founded, Fire & Movement, won the Charles S. Roberts Award several times while under his editorial control. MacGowan co-founded GMT Games, and created C3i magazine, for which he was Editor-In-Chief and art director. Rodger MacGowan was born in San Francisco in 1948, the son of career Marine Donald L. MacGowan, and grew up on various Marine bases in Hawaii, North Carolina, New Jersey, and California. Rodger was a budding artist from a young age and using his personal observations.",149,the article about a property in south Dakota on the national Register of Historic Places is a stub. you can help Wikipedia by adding missing information.,26
318,Web Scrape,"MacGowan restarted his gaming hobby again after playing Avalon Hill's Panzer Blitz. MacGowan kept in touch with his high school gaming friends, corresponding with them about the games he was playing and describing the games in ""Battle Reports"" which included maps and analyses. These proved to be so popular with his friends that he expanded his concept to create an amateur magazine, Arquebus. Following graduation, he found work at an advertising agency, where he was serendipitously given the opportunity to create cover art for one of the agency's accounts, a science fiction magazine titled Vertex. Although the magazine only lasted sixteen issues (1973–1975), MacGowan contributed one cover and over a dozen interior illustrations for various science fiction stories. MacGowan moved to Los Angeles to become a television graphic artist.",129,macGowan started playing a game in high school. he was given the opportunity to create an amateur magazine. he moved to los Angeles to become a television graphic artist.,29
319,Web Scrape,"In 1975, there was no professionally-published independent review magazine for wargames – the largest, Strategy & Tactics, was owned by the games company Simulations Publications Inc., and its rival The General, was owned by games company Avalon Hill. MacGowan saw a niche market for an independent wargames magazine and approached Baron Publishing Company, who expressed interest in printing it as long as MacGowan paid all printing costs after the first issue. MacGowan created the company RBM Design Studio, borrowed money from friends, and published the first issue of his new bi-monthly magazine Fire & Movement in May 1976. The first issue was 48 pages, and had a circulation of 2000. By the end of 1976, F&M's circulation matched that of Moves (owned by game company SPI), and was nominated for a Charles S. Roberts Award for ""Best Professional Magazine"". In 1978, F&M won the ""Best Professional Magazine"" award, and.",149,the largest strategy & Tactics magazine was owned by simulations Publications Inc. and rival The General. the publisher was interested in printing the magazine as long as MacGowan paid all printing costs.,32
320,Web Scrape,"In 1977, Avalon Hill approached RBM to produce cover art for their wargames. MacGowan's first cover was for The Russian Campaign, which became the first American wargame to portray Soviet soldiers on its cover. In 1977, MacGowan created the cover art for Avalon Hill's bestselling wargame Squad Leader. For subsequent expansion sets and related games, Avalon Hill's plan had been to only portray German soldiers, but MacGowan insisted on using a different nationality on each box cover. MacGowan continued breaking new ground, being the first to portray Japanese pilots and crews on a wargame box for 1979's Flat Top by Avalon Hill, and the first to portray Egyptian soldiers on 1981's Suez '73 by GDW. MacGowan quickly made a reputation for wargame cover art. Game critic Kevin Pollock, reviewing Beachhead by Yaquinto Publications in 1980, opined that ""the cover painting by Rodger B. MacGowan is excellent. I think Roger.",149,"bestselling wargame Squad Leader was the first american wargame to portray Soviet soldiers. in 1977, avalon Hill created the cover art for the wargames. the cover art was for the bestselling wargame Squad Leader.",34
321,Web Scrape,"In 1982, F&M was sold to Steve Jackson Games. In 1990, MacGowan co-founded GMT Games, and two years later created C3i Magazine, in MacGowan's words to readers, to ""inform, entertain, add to your perspective and instruct you in your enjoyment of GMT games."" For many years, MacGowan was a graphic design consultant with Computer Gaming World. MacGowan enjoyed music, especially movie scores by Jerry Goldsmith, for inspiration while painting. He was married and lived in Santa Monica, California. He died on February 21, 2025 of pneumonia. MacGowan is a prolific artist, having created over 275 pieces of box cover art for over twenty different wargame companies. A partial list includes: MacGowan has also created cover art for several video games including TAC, Midway Campaign, Carrier Strike, and Carriers at War.",130,"in 1982, F&M was sold to Steve Jackson Games. in 1990, MacGowan co-founded GMT Games. he was a graphic design consultant with Computer Gaming World.",25
322,Web Scrape,"The Lukka lands (sometimes Luqqa lands) were an ancient region of Anatolia. They are known from Hittite and Egyptian texts, which viewed them as hostile. It is commonly accepted that the Bronze Age toponym Lukka is cognate with the Lycia of classical antiquity. Lukka was located in southwestern Anatolia. However, its exact extent is a matter of debate. Trevor Bryce has argued that the Lukka lands covered a large area including the regions later known as Lycaonia, Pisidia and Lycia. Other researchers, such as Ilya Yakubovich, have argued that Lukka was limited to Lycia and that ""the Hittite kings did not regard Lukka as a state and...that this land was politically decentralized."" Researcher Rostislav Oreshko argues that there were two centers of Lukkan power - one in the traditional location near Lycia and another located in the eastern part of the Troad - and that most of the Hittite.",149,"the Lukka lands were an ancient region of Anatolia. they were known from Hittite and Egyptian texts, which viewed them as hostile. the lands covered a large area including the regions later known as Lycaonia, Pisidia and Lycia.",38
323,Web Scrape,"The Amarna letters mention Lukkan raids against the island kingdom of Alashiya in the mid-1300s BC, about the same time as Hittite texts praying to the Sun goddess of Arinna mention the Lukka lands along with Arawanna, Kalaspa and Pitassa as independent lands that had ceased paying tribute. They are mentioned prominently in the Hittite treaty with Alaksandu circa 1280 BC: ""Concerning army and chariotry, the agreement with you will be as follows: if My Sun campaigns in the direction of those lands – either towards Gargisa, (or Masa), or Lukka, or Warsiyalla – you too will campaign with me, together with your infantry and chariotry. Or if I dispatch an officer in the direction of these lands to go on a campaign, you will campaign there with (him) too.""",130,the letters mention the raids against the island kingdom of alashiya in the mid-1300s BC. they are mentioned prominently in the Hittite treaty with alaksandu circa 1280 BC.,28
324,Web Scrape,"Soldiers from the Lukka lands fought on the Hittite side in the famous Battle of Kadesh (c. 1274 BC) against the Egyptian Pharaoh Ramesses II. A century later, the Lukka had turned against the Hittites. The Hittite king Suppiluliuma II tried in vain to defeat the Lukka. They contributed to the collapse of the Hittite Empire. The Lukka are also known from texts in Ancient Egypt as one of the tribes of the Sea Peoples, who invaded Egypt and the Eastern Mediterranean in the 12th century BC. ""Divided We Stand"" is a fan-produced Star Trek episode released in 2015, the fifth in the web series Star Trek Continues, which aims to continue the episodes of Star Trek: The Original Series replicating their visual and storytelling style The episode is dedicated to Grace Lee Whitney, who had died earlier in the year.",141,the Lukka were known from ancient Egypt as one of the tribes of the Sea Peoples. the king of the sea peoples invaded Egypt and the eastern Mediterranean in the 12th century BC.,33
325,Web Scrape,"During an attempt to free the ship's computer from a nano-virus, an explosion puts Kirk and McCoy in a coma that leaves them awake in a turbulent moment in time - the American Civil War, with Kirk in a Union uniform and McCoy in a Confederate uniform - the Battle of Antietam. Bukit Kangkar is a small town in Mukim Serom, Tangkak District, Johor, Malaysia. The town is approximately 16 km from Muar and 12 km from Tangkak. The town is centered on villages and modern housing areas. The 2 main villages are Kampung Parit Pelampong and Kampung Gelugur. It is the first town on the way to Muar from the toll exit in Tangkak Interchange of the PLUS Expressways. It is easily identified once you've catch a glimpse of 2 big water tank from the road. Off 3 km away from Bukit Kangkar, Sungai Mati, is the place.",149,the town is approximately 16 km from Muar and 12 km from Tangkak. the town is centered on villages and modern housing areas.,23
326,Web Scrape,"It is also the place of origin of the Founder and Principal Seni Silat Sendeng Malaysia the late Haji Abdul Hamid Bin Hamzah who was born and had lived here up to his last days. 2°10′N 102°33′E﻿ / ﻿2.167°N 102.550°E﻿ / 2.167; 102.550 This Johor location article is a stub. You can help Wikipedia by adding missing information. Felix Girard (born May 9, 1994) is a Canadian professional ice hockey forward. He is currently playing with Frisk Asker of the Fjordkraftligaen (Norway). Girard was selected by the Nashville Predators in the 4th round (95th overall) of the 2013 NHL entry draft. Serving as the captain of the Baie-Comeau Drakkar since the 2012–13 season, Girard was selected as the QMJHL's best defensive forward for both the 2012–13 and 2013–14 seasons, becoming the only player to have won the Guy Carbonneau Trophy twice.",141,Felix Girard is a Canadian professional ice hockey forward. he was selected by the Nashville Predators in the 4th round of the 2013 NHL entry draft.,26
327,Web Scrape,"In the final year of his entry-level contract in the 2016–17 season, on January 13, 2017, Girard was traded to the Colorado Avalanche in exchange for longtime Avalanche Cody McLeod and was immediately assigned to AHL affiliate, the San Antonio Rampage. He immediately rediscovered his scoring touch with the Rampage, surpassing his totals with the Admirals in contributing with 7 goals and 20 points in 38 games. Girard remained with the Rampage through the 2017–18 season, appearing in every game he was unable to eclipse his previous year in totalling just 18 points. On June 25, 2018, as an impending restricted free agent, Girard was not tendered a qualifying offer by the Avalanche. As a free agent, Girard was unable to attain another NHL contract, opting to sign a one-year AHL contract with the Manitoba Moose, affiliate to the Winnipeg Jets, on July 4, 2018.",145,"in the final year of his entry-level contract in the 2016–17 season, Girard was traded to the Colorado Avalanche in exchange for longtime Avalanche Cody McLeod. he was immediately assigned to the San Antonio Rampage, the aHL affiliate. he remained with the Rampage through the 2017–18 season, appearing in every game he was unable to eclipse his previous year in totalling just 18 points.",64
328,Web Scrape,"After two seasons in the ICE Hockey League, Girard continued his career abroad in agreeing to a one-year contract with Swedish second division club, IF Björklöven of the Allsvenskan, on July 6, 2021. Girard has competed internationally with Team Canada, winning a gold medal at the 2011 Ivan Hlinka Memorial Tournament and a bronze at the 2012 IIHF World U18 Championships. He was the final forward cut from Canada's roster for the 2014 World Junior Ice Hockey Championships. The Czech Republic competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's sixth consecutive appearance at the Summer Olympics after splitting from the former Czechoslovakia. The Czech team consisted of 105 athletes, 63 men and 42 women, across twenty sports.",130,the forward has agreed to a one-year contract with IF Björklöven. he won a gold medal at the 2011 Ivan Hlinka Memorial Tournament and a bronze at the 2012 IIHF World U18 Championships.,33
329,Web Scrape,"Czech Republic returned home from Rio de Janeiro with a total of 10 medals (1 gold, 2 silver, and 7 bronze), marking the country's second-most successful Olympics, behind tallies of 11 achieved at Atlanta 1996 and London 2012. Three of the medals were awarded to the Czech squad in canoeing and tennis, while the rest to the competitors in judo, track and field, mountain biking, and rowing. Among the medalists were 2014 world judo champion Lukáš Krpálek, who captured the country's only gold medal in the men's half-heavyweight division (100 kg), and rower Ondřej Synek, who managed to add a bronze to his Olympic career treasury of two silvers in the men's single sculls. Flatwater canoeist and two-time world champion Josef Dostál contributed two of the country's medals, picking up a silver in the K-1 1000 m, and a bronze as a member of the Czech crew in the.",149,"the country is second-most successful Olympic games were held in 1996 and 2012. three medals were awarded to the Czech squad in canoeing and tennis. the rest to the competitors in judo, track and field, mountain biking, and rowing.",39
330,Web Scrape,"Despite achieving total of 10 medals, for the first time since 1980 Summer Olympics Czech Republic / Czechoslovakia didn't win any medal in shooting competitions. The following Czech competitors won medals at the Games. In the by discipline sections below, medalists' names are bolded. Czech Olympic Committee fielded a roster of 105 athletes, 63 men and 42 women, to compete across twenty sports at these Games; it was the nation's smallest delegation sent to the Olympics since the breakup of the former Czechoslovakia. Moreover, Czech Republic did not send teams in any of the collective sports for the first time in the nation's Olympic history. Of the 105 participants, sixty of them attended at least a single Olympiad, with the rest making their debut in Rio de Janeiro. Track and field accounted for the largest number of athletes on the team with 25 entries. Golf, artistic gymnastics, triathlon, weightlifting.",149,"the following Czech competitors won medals at the games. the team fielded a roster of 105 athletes, 63 men and 42 women. the team was the nation is smallest delegation sent to the games.",34
331,Web Scrape,"Thirteen of the nation's past Olympic medalists returned, including four defending champions from London 2012: javelin thrower Barbora Špotáková, modern pentathlete David Svoboda, single sculls rower Miroslava Knapková, and mountain biker Jaroslav Kulhavý. 2008 trap shooting champion David Kostelecký, synchronized swimmer Soňa Bernardová, and former cross-country skier Kateřina Nash in mountain biking headed the full roster of Czech athletes by participating in their fifth Olympics as the most experienced competitors. They were followed by Knapková, Špotakova, Kulhavý, long-distance and open water swimmer Jana Pechanová, double rowing medalist Ondřej Synek in the men's single sculls, and high jumper and 2004 bronze medalist Jaroslav Bába, all of whom vied for their fourth straight Games. Other notable athletes on the Czech roster included reigning silver medalists Andrea Hlaváčková and Lucie Hradecká in the women's tennis doubles, 2012 bronze medalist and double world champion Zuzana Hejnová in the women's 400 m hurdles, and.",149,the defending champions were crowned the most experienced competitors. the defending champions were ajax swath champions.,16
332,Web Scrape,"Rifle shooting rookie Filip Nepejchal and freestyle swimming teen Barbora Seemanová, both of whom competing under 18, were Czech Republic's youngest competitors, with Kostelecký rounding out the field as the oldest member (aged 41). Double canoeing champion Martin Doktor served as the team's chef de mission for the Games. The following is the list of number of competitors participating in the Games: Czech athletes have so far achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event): The Czech Republic has qualified two badminton players for each of the following events into the Olympic tournament. Remarkably going to their third Olympics, Kristína Gavnholt was selected among the top 34 individual shuttlers in the women's singles based on the BWF World Rankings as of 5 May 2016, while her counterpart Petr Koukal picked up one of the spare athlete berths from the.",149,the Czech Republic has qualified two badminton players for each of the following events into the Olympic tournament. the tournament is the third of the tournament for the first time since the 2012 olympics.,34
333,Web Scrape,"Czech canoeists have qualified a maximum of one boat in each of the following classes through the 2015 ICF Canoe Slalom World Championships. The roster of Czech slalom canoeists will be announced on 15 May 2016 as a result of their top performances at three selection meets of the Olympic Trials: two domestic races in Veltrusy ( 16 to 17 April) and Prague ( 23 to 24 April) and the European Championships ( 13 to 15 May) in Liptovský Mikuláš, Slovakia. Czech canoeists have qualified a total of four boats in each of the following distances for the Games through the 2015 ICF Canoe Sprint World Championships. Meanwhile, one additional boat was awarded to the Czech squad in men's C-2 1000 m by virtue of a top two national finish at the 2016 European Qualification Regatta in Duisburg, Germany.",139,the roster of Czech slalom canoeists will be announced on 15 May 2016. the roster of canoeists will be announced as a result of their top performances at the 2016 ICF Canoe Sprint World Championships.,35
334,Web Scrape,"The sprint canoeing team, led by London 2012 bronze medalist Josef Dostál in the men's kayak four, was named to the Olympic roster on 7 June 2016. Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal) Czech riders qualified for a maximum of four quota places in the men's Olympic road race by virtue of their top 15 final national ranking in the 2015 UCI World and Europe Tour. The men's road cycling team was named to the Olympic roster on 23 June 2016. Following the completion of the 2016 UCI Track Cycling World Championships, Czech riders failed to win a quota place in the men's team sprint, but they did manage to accumulate a single berth in the men's keirin and two in the men's sprint, by virtue of their final individual UCI Olympic rankings in those events.",145,the sprint canoeing team was named to the Olympic roster on 7 June 2016. the men is road cycling team qualified for a maximum of four quota places in the men is Olympic road race. the men is team sprint was led by london 2012 bronze medalist Josef dostál in the men is kayak four.,55
335,Web Scrape,"Czech mountain bikers qualified for three men's quota places into the Olympic cross-country race, as a result of the nation's fourth-place finish in the UCI Olympic Ranking List of 25 May 2016. Due to the lack of eligible NOCs for Africa on the list, the unused berth was added to the Czech mountain biking team as the next highest-ranked nation, not yet qualified, in the women's cross-country race. The mountain biking team, highlighted by reigning Olympic men's cross-country champion Jaroslav Kulhavý, was announced on 24 May 2016. The Czech Republic has entered two fencers into the Olympic competition. 2010 Youth Olympian Alexander Choupenitch secured a spot in the men's foil as one of the two highest-ranked fencers coming from the European zone in the FIE Adjusted Official Rankings. Meanwhile, Jiří Beran rounded out the Czech fencing roster as the sole winner of the men's épée at the European Zonal.",149,"the unused berth was added to the Czech mountain biking team as the next highest-ranked nation, not yet qualified, in the women is cross-country race. the mountain biking team was announced on 24 May 2016.",35
336,Web Scrape,"Czech Republic has entered one golfer into the Olympic tournament. Klára Spilková (world no. 279) qualified directly among the top 60 eligible players for the women's event based on the IGF World Rankings as of 11 July 2016. The Czech Republic has entered one artistic gymnast into the Olympic competition. David Jessen, son of 1988 Olympian Hana Říčná, claimed his Olympic spot in the men's apparatus and all-around events at the Olympic Test Event in Rio de Janeiro. The Czech Republic has qualified three judokas for each of the following weight classes at the Games. London 2012 Olympian Lukáš Krpálek and returnee Pavel Petřikov were ranked among the top 22 eligible judokas for men in the IJF World Ranking List of 30 May 2016, while Jaromír Ježek at men's lightweight (73 kg) earned a continental quota spot from the European region as the Czech Republic's top-ranked judoka outside of.",149,the Czech Republic has qualified three judokas for each of the following weight classes at the Games. the judokas were ranked among the top 22 eligible judokas for men.,29
337,Web Scrape,"Czech athletes have qualified for the following spots to compete in modern pentathlon. Defending Olympic champion David Svoboda and rookie Jan Kuf secured a selection in the men's event by gaining two of the eight Olympic slots reserved for their team from the 2015 European Championships. Meanwhile, Barbora Kodedová granted an invitation from UIPM to compete in the women's event, as one of the next highest-ranked eligible modern pentathletes, not yet qualified, in the World Rankings as of 1 June 2016. The Czech Republic has qualified a total of five boats for each of the following rowing classes into the Olympic regatta. Three rowing crews confirmed Olympic places for their boats each in both the men's and women's single sculls, and men's lightweight four at the 2015 FISA World Championships in Lac d'Aiguebelette, France, while the rowers competing in the men's pair and women's double sculls were added to.",149,defending champions David Svoboda and rookie Jan Kuf secured a selection in the men is event. UIPM has qualified a total of five boats for each of the following rowing classes into the Olympic regatta.,35
338,Web Scrape,"Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage Czech sailors have qualified one boat in each of the following classes through the 2014 ISAF Sailing World Championships, the individual fleet Worlds, and European qualifying regattas. M = Medal race; EL = Eliminated – did not advance into the medal race Czech shooters have achieved quota places for the following events by virtue of their best finishes at the 2014 and 2015 ISSF World Championships, the 2015 ISSF World Cup series, and European Championships or Games, as long as they obtained a minimum qualifying score (MQS) by 31 March 2016. Qualification Legend: Q = Qualify for the next round; q = Qualify for the bronze medal.",135,qualifying qualification legend: FA=Final A ; FB=Final B ; FC=Final C ; FD=Final D ; FE=Final F ; SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semi.,23
